"","time","location","Location_name","power"
"34261","2020-04-08 10:30:00",17,"Oak Willow",7
"34262","2020-04-08 10:30:00",17,"Oak Willow",7
"34263","2020-04-08 10:30:00",17,"Oak Willow",7
"34264","2020-04-08 10:30:00",17,"Oak Willow",8
"34265","2020-04-08 10:30:00",17,"Oak Willow",8
"34266","2020-04-08 10:30:00",17,"Oak Willow",7
"34267","2020-04-08 10:30:00",17,"Oak Willow",8
"34268","2020-04-08 10:30:00",17,"Oak Willow",9
"34269","2020-04-08 10:30:00",17,"Oak Willow",8
"34270","2020-04-08 10:30:00",17,"Oak Willow",5
"34271","2020-04-08 10:30:00",17,"Oak Willow",6
"34272","2020-04-08 10:30:00",17,"Oak Willow",7
"34273","2020-04-08 10:30:00",17,"Oak Willow",6
"34274","2020-04-08 10:30:00",17,"Oak Willow",8
"34275","2020-04-08 10:30:00",17,"Oak Willow",8
"34276","2020-04-08 10:30:00",18,"East Parton",7
"34277","2020-04-08 10:30:00",18,"East Parton",7
"34278","2020-04-08 10:30:00",18,"East Parton",7
"34279","2020-04-08 10:30:00",18,"East Parton",7
"34280","2020-04-08 10:30:00",18,"East Parton",8
"34281","2020-04-08 10:30:00",18,"East Parton",7
"34282","2020-04-08 10:30:00",18,"East Parton",6
"34283","2020-04-08 10:30:00",18,"East Parton",8
"34284","2020-04-08 10:30:00",18,"East Parton",6
"34285","2020-04-08 10:30:00",18,"East Parton",7
"34286","2020-04-08 10:30:00",18,"East Parton",6
"34287","2020-04-08 10:30:00",18,"East Parton",7
"34288","2020-04-08 10:30:00",18,"East Parton",7
"34289","2020-04-08 10:30:00",18,"East Parton",6
"34290","2020-04-08 10:30:00",18,"East Parton",7
"34291","2020-04-08 10:30:00",18,"East Parton",7
"34292","2020-04-08 10:30:00",18,"East Parton",8
"34293","2020-04-08 10:30:00",18,"East Parton",7
"34294","2020-04-08 10:30:00",18,"East Parton",8
"34295","2020-04-08 10:30:00",18,"East Parton",7
"34296","2020-04-08 10:30:00",18,"East Parton",7
"34297","2020-04-08 10:30:00",18,"East Parton",7
"34298","2020-04-08 10:30:00",18,"East Parton",7
"34299","2020-04-08 10:30:00",18,"East Parton",6
"34300","2020-04-08 10:30:00",18,"East Parton",6
"34301","2020-04-08 10:30:00",18,"East Parton",6
"34302","2020-04-08 10:30:00",18,"East Parton",7
"34303","2020-04-08 10:30:00",18,"East Parton",7
"34304","2020-04-08 10:30:00",18,"East Parton",8
"34305","2020-04-08 10:30:00",18,"East Parton",7
"34306","2020-04-08 10:30:00",18,"East Parton",7
"34307","2020-04-08 10:30:00",18,"East Parton",8
"34308","2020-04-08 10:30:00",18,"East Parton",7
"34309","2020-04-08 10:30:00",18,"East Parton",7
"34310","2020-04-08 10:30:00",18,"East Parton",8
"34311","2020-04-08 10:30:00",18,"East Parton",7
"34312","2020-04-08 10:30:00",18,"East Parton",7
"34313","2020-04-08 10:30:00",18,"East Parton",7
"34314","2020-04-08 10:30:00",18,"East Parton",7
"34315","2020-04-08 10:30:00",18,"East Parton",8
"34316","2020-04-08 10:30:00",18,"East Parton",7
"34317","2020-04-08 10:30:00",18,"East Parton",7
"34318","2020-04-08 10:30:00",18,"East Parton",7
"34319","2020-04-08 10:30:00",18,"East Parton",8
"34320","2020-04-08 10:30:00",18,"East Parton",7
"34321","2020-04-08 10:30:00",18,"East Parton",6
"34322","2020-04-08 10:30:00",18,"East Parton",5
"34323","2020-04-08 10:30:00",18,"East Parton",7
"34324","2020-04-08 10:30:00",18,"East Parton",6
"34325","2020-04-08 10:30:00",18,"East Parton",7
"34326","2020-04-08 10:30:00",18,"East Parton",7
"34327","2020-04-08 10:30:00",18,"East Parton",7
"34328","2020-04-08 10:30:00",18,"East Parton",9
"34329","2020-04-08 10:30:00",18,"East Parton",6
"34330","2020-04-08 10:30:00",18,"East Parton",7
"34331","2020-04-08 10:30:00",18,"East Parton",6
"34332","2020-04-08 10:30:00",18,"East Parton",8
"34333","2020-04-08 10:30:00",18,"East Parton",8
"34334","2020-04-08 10:30:00",18,"East Parton",7
"34335","2020-04-08 10:30:00",18,"East Parton",8
"34336","2020-04-08 10:30:00",18,"East Parton",8
"34337","2020-04-08 10:30:00",18,"East Parton",8
"34338","2020-04-08 10:30:00",18,"East Parton",6
"34339","2020-04-08 10:30:00",18,"East Parton",9
"34340","2020-04-08 10:30:00",18,"East Parton",8
"34341","2020-04-08 10:30:00",18,"East Parton",7
"34342","2020-04-08 10:30:00",18,"East Parton",6
"34343","2020-04-08 10:30:00",19,"West Parton",2
"34344","2020-04-08 10:30:00",19,"West Parton",1
"34345","2020-04-08 10:30:00",19,"West Parton",2
"34346","2020-04-08 10:30:00",19,"West Parton",1
"34347","2020-04-08 10:30:00",19,"West Parton",3
"34348","2020-04-08 10:30:00",19,"West Parton",2
"34349","2020-04-08 10:30:00",19,"West Parton",1
"34350","2020-04-08 10:30:00",19,"West Parton",1
"34351","2020-04-08 10:30:00",19,"West Parton",2
"34352","2020-04-08 10:30:00",19,"West Parton",0
"34353","2020-04-08 10:30:00",19,"West Parton",1
"34354","2020-04-08 10:30:00",19,"West Parton",2
"34355","2020-04-08 10:30:00",19,"West Parton",3
"34356","2020-04-08 10:30:00",19,"West Parton",2
"34357","2020-04-08 10:30:00",19,"West Parton",1
"34358","2020-04-08 10:35:00",1,"Palace Hills",7
"34359","2020-04-08 10:35:00",1,"Palace Hills",1
"34360","2020-04-08 10:35:00",1,"Palace Hills",1
"34361","2020-04-08 10:35:00",1,"Palace Hills",2
"34362","2020-04-08 10:35:00",1,"Palace Hills",1
"34363","2020-04-08 10:35:00",1,"Palace Hills",2
"34364","2020-04-08 10:35:00",1,"Palace Hills",1
"34365","2020-04-08 10:35:00",1,"Palace Hills",2
"34366","2020-04-08 10:35:00",1,"Palace Hills",1
"34367","2020-04-08 10:35:00",1,"Palace Hills",1
"34368","2020-04-08 10:35:00",1,"Palace Hills",1
"34369","2020-04-08 10:35:00",1,"Palace Hills",1
"34370","2020-04-08 10:35:00",1,"Palace Hills",1
"34371","2020-04-08 10:35:00",1,"Palace Hills",1
"34372","2020-04-08 10:35:00",1,"Palace Hills",2
"34373","2020-04-08 10:35:00",2,"Northwest",7
"34374","2020-04-08 10:35:00",2,"Northwest",0
"34375","2020-04-08 10:35:00",2,"Northwest",4
"34376","2020-04-08 10:35:00",2,"Northwest",4
"34377","2020-04-08 10:35:00",2,"Northwest",4
"34378","2020-04-08 10:35:00",2,"Northwest",4
"34379","2020-04-08 10:35:00",2,"Northwest",5
"34380","2020-04-08 10:35:00",2,"Northwest",4
"34381","2020-04-08 10:35:00",2,"Northwest",3
"34382","2020-04-08 10:35:00",2,"Northwest",3
"34383","2020-04-08 10:35:00",2,"Northwest",3
"34384","2020-04-08 10:35:00",2,"Northwest",5
"34385","2020-04-08 10:35:00",2,"Northwest",4
"34386","2020-04-08 10:35:00",2,"Northwest",5
"34387","2020-04-08 10:35:00",2,"Northwest",4
"34388","2020-04-08 10:35:00",2,"Northwest",3
"34389","2020-04-08 10:35:00",2,"Northwest",4
"34390","2020-04-08 10:35:00",2,"Northwest",5
"34391","2020-04-08 10:35:00",2,"Northwest",4
"34392","2020-04-08 10:35:00",2,"Northwest",3
"34393","2020-04-08 10:35:00",2,"Northwest",4
"34394","2020-04-08 10:35:00",2,"Northwest",3
"34395","2020-04-08 10:35:00",2,"Northwest",4
"34396","2020-04-08 10:35:00",2,"Northwest",5
"34397","2020-04-08 10:35:00",2,"Northwest",5
"34398","2020-04-08 10:35:00",2,"Northwest",3
"34399","2020-04-08 10:35:00",2,"Northwest",4
"34400","2020-04-08 10:35:00",2,"Northwest",4
"34401","2020-04-08 10:35:00",2,"Northwest",3
"34402","2020-04-08 10:35:00",2,"Northwest",3
"34403","2020-04-08 10:35:00",2,"Northwest",4
"34404","2020-04-08 10:35:00",2,"Northwest",3
"34405","2020-04-08 10:35:00",2,"Northwest",5
"34406","2020-04-08 10:35:00",2,"Northwest",4
"34407","2020-04-08 10:35:00",2,"Northwest",5
"34408","2020-04-08 10:35:00",2,"Northwest",4
"34409","2020-04-08 10:35:00",2,"Northwest",3
"34410","2020-04-08 10:35:00",2,"Northwest",4
"34411","2020-04-08 10:35:00",2,"Northwest",4
"34412","2020-04-08 10:35:00",2,"Northwest",4
"34413","2020-04-08 10:35:00",2,"Northwest",5
"34414","2020-04-08 10:35:00",2,"Northwest",3
"34415","2020-04-08 10:35:00",2,"Northwest",3
"34416","2020-04-08 10:35:00",2,"Northwest",4
"34417","2020-04-08 10:35:00",2,"Northwest",5
"34418","2020-04-08 10:35:00",2,"Northwest",4
"34419","2020-04-08 10:35:00",2,"Northwest",3
"34420","2020-04-08 10:35:00",2,"Northwest",4
"34421","2020-04-08 10:35:00",2,"Northwest",4
"34422","2020-04-08 10:35:00",2,"Northwest",4
"34423","2020-04-08 10:35:00",2,"Northwest",3
"34424","2020-04-08 10:35:00",2,"Northwest",5
"34425","2020-04-08 10:35:00",2,"Northwest",3
"34426","2020-04-08 10:35:00",2,"Northwest",4
"34427","2020-04-08 10:35:00",2,"Northwest",4
"34428","2020-04-08 10:35:00",2,"Northwest",3
"34429","2020-04-08 10:35:00",2,"Northwest",5
"34430","2020-04-08 10:35:00",2,"Northwest",5
"34431","2020-04-08 10:35:00",2,"Northwest",4
"34432","2020-04-08 10:35:00",2,"Northwest",4
"34433","2020-04-08 10:35:00",2,"Northwest",4
"34434","2020-04-08 10:35:00",2,"Northwest",4
"34435","2020-04-08 10:35:00",2,"Northwest",4
"34436","2020-04-08 10:35:00",2,"Northwest",4
"34437","2020-04-08 10:35:00",2,"Northwest",4
"34438","2020-04-08 10:35:00",2,"Northwest",5
"34439","2020-04-08 10:35:00",2,"Northwest",4
"34440","2020-04-08 10:35:00",2,"Northwest",4
"34441","2020-04-08 10:35:00",2,"Northwest",4
"34442","2020-04-08 10:35:00",2,"Northwest",4
"34443","2020-04-08 10:35:00",4,"Safe Town",2
"34444","2020-04-08 10:35:00",4,"Safe Town",3
"34445","2020-04-08 10:35:00",4,"Safe Town",4
"34446","2020-04-08 10:35:00",4,"Safe Town",3
"34447","2020-04-08 10:35:00",4,"Safe Town",3
"34448","2020-04-08 10:35:00",4,"Safe Town",3
"34449","2020-04-08 10:35:00",4,"Safe Town",3
"34450","2020-04-08 10:35:00",4,"Safe Town",4
"34451","2020-04-08 10:35:00",4,"Safe Town",3
"34452","2020-04-08 10:35:00",4,"Safe Town",4
"34453","2020-04-08 10:35:00",4,"Safe Town",3
"34454","2020-04-08 10:35:00",4,"Safe Town",2
"34455","2020-04-08 10:35:00",4,"Safe Town",4
"34456","2020-04-08 10:35:00",4,"Safe Town",2
"34457","2020-04-08 10:35:00",4,"Safe Town",3
"34458","2020-04-08 10:35:00",4,"Safe Town",2
"34459","2020-04-08 10:35:00",4,"Safe Town",5
"34460","2020-04-08 10:35:00",4,"Safe Town",6
"34461","2020-04-08 10:35:00",4,"Safe Town",5
"34462","2020-04-08 10:35:00",4,"Safe Town",4
"34463","2020-04-08 10:35:00",4,"Safe Town",4
"34464","2020-04-08 10:35:00",4,"Safe Town",4
"34465","2020-04-08 10:35:00",4,"Safe Town",5
"34466","2020-04-08 10:35:00",4,"Safe Town",6
"34467","2020-04-08 10:35:00",4,"Safe Town",4
"34468","2020-04-08 10:35:00",4,"Safe Town",3
"34469","2020-04-08 10:35:00",4,"Safe Town",4
"34470","2020-04-08 10:35:00",4,"Safe Town",5
"34471","2020-04-08 10:35:00",4,"Safe Town",5
"34472","2020-04-08 10:35:00",4,"Safe Town",5
"34473","2020-04-08 10:35:00",5,"Southwest",5
"34474","2020-04-08 10:35:00",5,"Southwest",6
"34475","2020-04-08 10:35:00",5,"Southwest",6
"34476","2020-04-08 10:35:00",5,"Southwest",7
"34477","2020-04-08 10:35:00",5,"Southwest",6
"34478","2020-04-08 10:35:00",5,"Southwest",6
"34479","2020-04-08 10:35:00",5,"Southwest",7
"34480","2020-04-08 10:35:00",5,"Southwest",5
"34481","2020-04-08 10:35:00",5,"Southwest",5
"34482","2020-04-08 10:35:00",5,"Southwest",6
"34483","2020-04-08 10:35:00",5,"Southwest",6
"34484","2020-04-08 10:35:00",5,"Southwest",6
"34485","2020-04-08 10:35:00",5,"Southwest",7
"34486","2020-04-08 10:35:00",5,"Southwest",7
"34487","2020-04-08 10:35:00",5,"Southwest",6
"34488","2020-04-08 10:35:00",5,"Southwest",6
"34489","2020-04-08 10:35:00",5,"Southwest",6
"34490","2020-04-08 10:35:00",5,"Southwest",6
"34491","2020-04-08 10:35:00",6,"Downtown",4
"34492","2020-04-08 10:35:00",6,"Downtown",3
"34493","2020-04-08 10:35:00",6,"Downtown",1
"34494","2020-04-08 10:35:00",6,"Downtown",2
"34495","2020-04-08 10:35:00",6,"Downtown",2
"34496","2020-04-08 10:35:00",6,"Downtown",1
"34497","2020-04-08 10:35:00",6,"Downtown",0
"34498","2020-04-08 10:35:00",6,"Downtown",2
"34499","2020-04-08 10:35:00",6,"Downtown",1
"34500","2020-04-08 10:35:00",6,"Downtown",2
"34501","2020-04-08 10:35:00",6,"Downtown",2
"34502","2020-04-08 10:35:00",6,"Downtown",2
"34503","2020-04-08 10:35:00",6,"Downtown",3
"34504","2020-04-08 10:35:00",6,"Downtown",3
"34505","2020-04-08 10:35:00",6,"Downtown",2
"34506","2020-04-08 10:35:00",6,"Downtown",2
"34507","2020-04-08 10:35:00",6,"Downtown",0
"34508","2020-04-08 10:35:00",7,"Wilson Forest",8
"34509","2020-04-08 10:35:00",7,"Wilson Forest",8
"34510","2020-04-08 10:35:00",8,"Scenic Vista",8
"34511","2020-04-08 10:35:00",8,"Scenic Vista",7
"34512","2020-04-08 10:35:00",8,"Scenic Vista",6
"34513","2020-04-08 10:35:00",8,"Scenic Vista",7
"34514","2020-04-08 10:35:00",8,"Scenic Vista",7
"34515","2020-04-08 10:35:00",8,"Scenic Vista",8
"34516","2020-04-08 10:35:00",8,"Scenic Vista",7
"34517","2020-04-08 10:35:00",8,"Scenic Vista",7
"34518","2020-04-08 10:35:00",8,"Scenic Vista",7
"34519","2020-04-08 10:35:00",8,"Scenic Vista",7
"34520","2020-04-08 10:35:00",8,"Scenic Vista",6
"34521","2020-04-08 10:35:00",8,"Scenic Vista",7
"34522","2020-04-08 10:35:00",8,"Scenic Vista",6
"34523","2020-04-08 10:35:00",8,"Scenic Vista",7
"34524","2020-04-08 10:35:00",8,"Scenic Vista",6
"34525","2020-04-08 10:35:00",8,"Scenic Vista",6
"34526","2020-04-08 10:35:00",8,"Scenic Vista",6
"34527","2020-04-08 10:35:00",8,"Scenic Vista",8
"34528","2020-04-08 10:35:00",8,"Scenic Vista",8
"34529","2020-04-08 10:35:00",8,"Scenic Vista",6
"34530","2020-04-08 10:35:00",8,"Scenic Vista",8
"34531","2020-04-08 10:35:00",8,"Scenic Vista",8
"34532","2020-04-08 10:35:00",8,"Scenic Vista",7
"34533","2020-04-08 10:35:00",8,"Scenic Vista",7
"34534","2020-04-08 10:35:00",8,"Scenic Vista",8
"34535","2020-04-08 10:35:00",8,"Scenic Vista",7
"34536","2020-04-08 10:35:00",8,"Scenic Vista",7
"34537","2020-04-08 10:35:00",8,"Scenic Vista",7
"34538","2020-04-08 10:35:00",8,"Scenic Vista",6
"34539","2020-04-08 10:35:00",8,"Scenic Vista",7
"34540","2020-04-08 10:35:00",8,"Scenic Vista",8
"34541","2020-04-08 10:35:00",8,"Scenic Vista",7
"34542","2020-04-08 10:35:00",8,"Scenic Vista",6
"34543","2020-04-08 10:35:00",8,"Scenic Vista",7
"34544","2020-04-08 10:35:00",8,"Scenic Vista",6
"34545","2020-04-08 10:35:00",8,"Scenic Vista",6
"34546","2020-04-08 10:35:00",8,"Scenic Vista",5
"34547","2020-04-08 10:35:00",8,"Scenic Vista",8
"34548","2020-04-08 10:35:00",8,"Scenic Vista",7
"34549","2020-04-08 10:35:00",8,"Scenic Vista",7
"34550","2020-04-08 10:35:00",8,"Scenic Vista",6
"34551","2020-04-08 10:35:00",8,"Scenic Vista",8
"34552","2020-04-08 10:35:00",8,"Scenic Vista",7
"34553","2020-04-08 10:35:00",8,"Scenic Vista",8
"34554","2020-04-08 10:35:00",8,"Scenic Vista",6
"34555","2020-04-08 10:35:00",8,"Scenic Vista",7
"34556","2020-04-08 10:35:00",8,"Scenic Vista",7
"34557","2020-04-08 10:35:00",8,"Scenic Vista",6
"34558","2020-04-08 10:35:00",8,"Scenic Vista",7
"34559","2020-04-08 10:35:00",8,"Scenic Vista",7
"34560","2020-04-08 10:35:00",8,"Scenic Vista",6
"34561","2020-04-08 10:35:00",8,"Scenic Vista",7
"34562","2020-04-08 10:35:00",8,"Scenic Vista",9
"34563","2020-04-08 10:35:00",8,"Scenic Vista",6
"34564","2020-04-08 10:35:00",8,"Scenic Vista",7
"34565","2020-04-08 10:35:00",8,"Scenic Vista",6
"34566","2020-04-08 10:35:00",8,"Scenic Vista",9
"34567","2020-04-08 10:35:00",8,"Scenic Vista",9
"34568","2020-04-08 10:35:00",8,"Scenic Vista",8
"34569","2020-04-08 10:35:00",8,"Scenic Vista",7
"34570","2020-04-08 10:35:00",8,"Scenic Vista",6
"34571","2020-04-08 10:35:00",8,"Scenic Vista",6
"34572","2020-04-08 10:35:00",8,"Scenic Vista",7
"34573","2020-04-08 10:35:00",8,"Scenic Vista",7
"34574","2020-04-08 10:35:00",8,"Scenic Vista",7
"34575","2020-04-08 10:35:00",8,"Scenic Vista",7
"34576","2020-04-08 10:35:00",8,"Scenic Vista",8
"34577","2020-04-08 10:35:00",8,"Scenic Vista",7
"34578","2020-04-08 10:35:00",8,"Scenic Vista",7
"34579","2020-04-08 10:35:00",8,"Scenic Vista",8
"34580","2020-04-08 10:35:00",8,"Scenic Vista",8
"34581","2020-04-08 10:35:00",8,"Scenic Vista",7
"34582","2020-04-08 10:35:00",8,"Scenic Vista",7
"34583","2020-04-08 10:35:00",8,"Scenic Vista",7
"34584","2020-04-08 10:35:00",8,"Scenic Vista",6
"34585","2020-04-08 10:35:00",8,"Scenic Vista",7
"34586","2020-04-08 10:35:00",8,"Scenic Vista",8
"34587","2020-04-08 10:35:00",8,"Scenic Vista",7
"34588","2020-04-08 10:35:00",8,"Scenic Vista",7
"34589","2020-04-08 10:35:00",8,"Scenic Vista",6
"34590","2020-04-08 10:35:00",8,"Scenic Vista",6
"34591","2020-04-08 10:35:00",8,"Scenic Vista",6
"34592","2020-04-08 10:35:00",8,"Scenic Vista",6
"34593","2020-04-08 10:35:00",8,"Scenic Vista",7
"34594","2020-04-08 10:35:00",8,"Scenic Vista",7
"34595","2020-04-08 10:35:00",8,"Scenic Vista",10
"34596","2020-04-08 10:35:00",8,"Scenic Vista",7
"34597","2020-04-08 10:35:00",8,"Scenic Vista",6
"34598","2020-04-08 10:35:00",8,"Scenic Vista",7
"34599","2020-04-08 10:35:00",8,"Scenic Vista",7
"34600","2020-04-08 10:35:00",8,"Scenic Vista",6
"34601","2020-04-08 10:35:00",8,"Scenic Vista",7
"34602","2020-04-08 10:35:00",8,"Scenic Vista",6
"34603","2020-04-08 10:35:00",8,"Scenic Vista",7
"34604","2020-04-08 10:35:00",8,"Scenic Vista",6
"34605","2020-04-08 10:35:00",8,"Scenic Vista",7
"34606","2020-04-08 10:35:00",8,"Scenic Vista",7
"34607","2020-04-08 10:35:00",8,"Scenic Vista",6
"34608","2020-04-08 10:35:00",8,"Scenic Vista",7
"34609","2020-04-08 10:35:00",8,"Scenic Vista",7
"34610","2020-04-08 10:35:00",8,"Scenic Vista",7
"34611","2020-04-08 10:35:00",8,"Scenic Vista",7
"34612","2020-04-08 10:35:00",8,"Scenic Vista",8
"34613","2020-04-08 10:35:00",8,"Scenic Vista",7
"34614","2020-04-08 10:35:00",8,"Scenic Vista",6
"34615","2020-04-08 10:35:00",8,"Scenic Vista",7
"34616","2020-04-08 10:35:00",8,"Scenic Vista",9
"34617","2020-04-08 10:35:00",8,"Scenic Vista",6
"34618","2020-04-08 10:35:00",8,"Scenic Vista",6
"34619","2020-04-08 10:35:00",8,"Scenic Vista",6
"34620","2020-04-08 10:35:00",8,"Scenic Vista",7
"34621","2020-04-08 10:35:00",8,"Scenic Vista",7
"34622","2020-04-08 10:35:00",8,"Scenic Vista",7
"34623","2020-04-08 10:35:00",8,"Scenic Vista",6
"34624","2020-04-08 10:35:00",8,"Scenic Vista",7
"34625","2020-04-08 10:35:00",8,"Scenic Vista",7
"34626","2020-04-08 10:35:00",8,"Scenic Vista",8
"34627","2020-04-08 10:35:00",8,"Scenic Vista",6
"34628","2020-04-08 10:35:00",8,"Scenic Vista",7
"34629","2020-04-08 10:35:00",8,"Scenic Vista",7
"34630","2020-04-08 10:35:00",8,"Scenic Vista",6
"34631","2020-04-08 10:35:00",8,"Scenic Vista",7
"34632","2020-04-08 10:35:00",8,"Scenic Vista",8
"34633","2020-04-08 10:35:00",8,"Scenic Vista",8
"34634","2020-04-08 10:35:00",8,"Scenic Vista",8
"34635","2020-04-08 10:35:00",8,"Scenic Vista",8
"34636","2020-04-08 10:35:00",8,"Scenic Vista",8
"34637","2020-04-08 10:35:00",8,"Scenic Vista",6
"34638","2020-04-08 10:35:00",8,"Scenic Vista",8
"34639","2020-04-08 10:35:00",8,"Scenic Vista",7
"34640","2020-04-08 10:35:00",8,"Scenic Vista",8
"34641","2020-04-08 10:35:00",8,"Scenic Vista",7
"34642","2020-04-08 10:35:00",8,"Scenic Vista",7
"34643","2020-04-08 10:35:00",8,"Scenic Vista",8
"34644","2020-04-08 10:35:00",8,"Scenic Vista",7
"34645","2020-04-08 10:35:00",8,"Scenic Vista",7
"34646","2020-04-08 10:35:00",8,"Scenic Vista",7
"34647","2020-04-08 10:35:00",8,"Scenic Vista",9
"34648","2020-04-08 10:35:00",8,"Scenic Vista",9
"34649","2020-04-08 10:35:00",8,"Scenic Vista",5
"34650","2020-04-08 10:35:00",8,"Scenic Vista",8
"34651","2020-04-08 10:35:00",8,"Scenic Vista",9
"34652","2020-04-08 10:35:00",8,"Scenic Vista",8
"34653","2020-04-08 10:35:00",8,"Scenic Vista",8
"34654","2020-04-08 10:35:00",8,"Scenic Vista",8
"34655","2020-04-08 10:35:00",8,"Scenic Vista",9
"34656","2020-04-08 10:35:00",8,"Scenic Vista",7
"34657","2020-04-08 10:35:00",8,"Scenic Vista",8
"34658","2020-04-08 10:35:00",8,"Scenic Vista",7
"34659","2020-04-08 10:35:00",8,"Scenic Vista",9
"34660","2020-04-08 10:35:00",8,"Scenic Vista",7
"34661","2020-04-08 10:35:00",8,"Scenic Vista",9
"34662","2020-04-08 10:35:00",8,"Scenic Vista",8
"34663","2020-04-08 10:35:00",8,"Scenic Vista",8
"34664","2020-04-08 10:35:00",8,"Scenic Vista",8
"34665","2020-04-08 10:35:00",8,"Scenic Vista",9
"34666","2020-04-08 10:35:00",8,"Scenic Vista",7
"34667","2020-04-08 10:35:00",8,"Scenic Vista",8
"34668","2020-04-08 10:35:00",8,"Scenic Vista",9
"34669","2020-04-08 10:35:00",8,"Scenic Vista",8
"34670","2020-04-08 10:35:00",8,"Scenic Vista",8
"34671","2020-04-08 10:35:00",8,"Scenic Vista",8
"34672","2020-04-08 10:35:00",8,"Scenic Vista",7
"34673","2020-04-08 10:35:00",8,"Scenic Vista",9
"34674","2020-04-08 10:35:00",8,"Scenic Vista",8
"34675","2020-04-08 10:35:00",8,"Scenic Vista",7
"34676","2020-04-08 10:35:00",8,"Scenic Vista",8
"34677","2020-04-08 10:35:00",8,"Scenic Vista",7
"34678","2020-04-08 10:35:00",8,"Scenic Vista",9
"34679","2020-04-08 10:35:00",8,"Scenic Vista",7
"34680","2020-04-08 10:35:00",8,"Scenic Vista",8
"34681","2020-04-08 10:35:00",8,"Scenic Vista",8
"34682","2020-04-08 10:35:00",8,"Scenic Vista",8
"34683","2020-04-08 10:35:00",8,"Scenic Vista",7
"34684","2020-04-08 10:35:00",8,"Scenic Vista",8
"34685","2020-04-08 10:35:00",8,"Scenic Vista",9
"34686","2020-04-08 10:35:00",8,"Scenic Vista",6
"34687","2020-04-08 10:35:00",8,"Scenic Vista",8
"34688","2020-04-08 10:35:00",8,"Scenic Vista",8
"34689","2020-04-08 10:35:00",8,"Scenic Vista",8
"34690","2020-04-08 10:35:00",8,"Scenic Vista",9
"34691","2020-04-08 10:35:00",8,"Scenic Vista",8
"34692","2020-04-08 10:35:00",8,"Scenic Vista",8
"34693","2020-04-08 10:35:00",8,"Scenic Vista",8
"34694","2020-04-08 10:35:00",8,"Scenic Vista",7
"34695","2020-04-08 10:35:00",8,"Scenic Vista",6
"34696","2020-04-08 10:35:00",8,"Scenic Vista",7
"34697","2020-04-08 10:35:00",8,"Scenic Vista",8
"34698","2020-04-08 10:35:00",8,"Scenic Vista",8
"34699","2020-04-08 10:35:00",8,"Scenic Vista",8
"34700","2020-04-08 10:35:00",8,"Scenic Vista",8
"34701","2020-04-08 10:35:00",8,"Scenic Vista",8
"34702","2020-04-08 10:35:00",8,"Scenic Vista",8
"34703","2020-04-08 10:35:00",8,"Scenic Vista",8
"34704","2020-04-08 10:35:00",8,"Scenic Vista",9
"34705","2020-04-08 10:35:00",8,"Scenic Vista",9
"34706","2020-04-08 10:35:00",8,"Scenic Vista",6
"34707","2020-04-08 10:35:00",8,"Scenic Vista",8
"34708","2020-04-08 10:35:00",8,"Scenic Vista",7
"34709","2020-04-08 10:35:00",8,"Scenic Vista",8
"34710","2020-04-08 10:35:00",8,"Scenic Vista",7
"34711","2020-04-08 10:35:00",8,"Scenic Vista",9
"34712","2020-04-08 10:35:00",8,"Scenic Vista",8
"34713","2020-04-08 10:35:00",8,"Scenic Vista",8
"34714","2020-04-08 10:35:00",8,"Scenic Vista",8
"34715","2020-04-08 10:35:00",8,"Scenic Vista",9
"34716","2020-04-08 10:35:00",8,"Scenic Vista",8
"34717","2020-04-08 10:35:00",8,"Scenic Vista",9
"34718","2020-04-08 10:35:00",8,"Scenic Vista",9
"34719","2020-04-08 10:35:00",8,"Scenic Vista",7
"34720","2020-04-08 10:35:00",8,"Scenic Vista",7
"34721","2020-04-08 10:35:00",8,"Scenic Vista",7
"34722","2020-04-08 10:35:00",8,"Scenic Vista",8
"34723","2020-04-08 10:35:00",8,"Scenic Vista",8
"34724","2020-04-08 10:35:00",8,"Scenic Vista",9
"34725","2020-04-08 10:35:00",8,"Scenic Vista",6
"34726","2020-04-08 10:35:00",8,"Scenic Vista",8
"34727","2020-04-08 10:35:00",8,"Scenic Vista",8
"34728","2020-04-08 10:35:00",8,"Scenic Vista",8
"34729","2020-04-08 10:35:00",8,"Scenic Vista",8
"34730","2020-04-08 10:35:00",8,"Scenic Vista",7
"34731","2020-04-08 10:35:00",8,"Scenic Vista",7
"34732","2020-04-08 10:35:00",8,"Scenic Vista",8
"34733","2020-04-08 10:35:00",8,"Scenic Vista",8
"34734","2020-04-08 10:35:00",8,"Scenic Vista",7
"34735","2020-04-08 10:35:00",8,"Scenic Vista",7
"34736","2020-04-08 10:35:00",8,"Scenic Vista",8
"34737","2020-04-08 10:35:00",8,"Scenic Vista",7
"34738","2020-04-08 10:35:00",8,"Scenic Vista",7
"34739","2020-04-08 10:35:00",8,"Scenic Vista",8
"34740","2020-04-08 10:35:00",8,"Scenic Vista",7
"34741","2020-04-08 10:35:00",8,"Scenic Vista",9
"34742","2020-04-08 10:35:00",8,"Scenic Vista",7
"34743","2020-04-08 10:35:00",8,"Scenic Vista",8
"34744","2020-04-08 10:35:00",8,"Scenic Vista",7
"34745","2020-04-08 10:35:00",8,"Scenic Vista",7
"34746","2020-04-08 10:35:00",8,"Scenic Vista",8
"34747","2020-04-08 10:35:00",8,"Scenic Vista",7
